DATUM;Situation;Beschreibung;Sozialform;Beobachtung ID;Skala;Kategorie;TM;X
20.11.23;Video;Video 4 (5. Klasse) - Rakete;GA;v.4.1;5;SICHERUNG;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;GA;v.4.1;5;STRUKTUR_1;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;GA;v.4.1;5;STRUKTUR_2;1;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;GA;v.4.1;5;VERANSCHAULICHUNG;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;GA;v.4.1;5;VERBINDEND;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;GA;v.4.1;5;VORWISSEN;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;GA;v.4.1;5;WIRKLICHKEIT;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;GA;v.4.1;5;ZIEL;3;3
20.11.23;Video;Video 4 (5. Klasse) - Rakete;GA;v.4.1;5;ÜBEN;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;DIFFERENZIERUNG_1;3;4
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;DIFFERENZIERUNG_2;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;DRAUßEN;4;4
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;ERFAHRUNG;4;4
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;GANZHEITLICH;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;HANDLUNG;4;4
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;KLIMA_1;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;KLIMA_2;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;KLIMA_3;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;KLIMA_4;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;KLIMA_5;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;KOMMUNIKATION_1;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;KOMMUNIKATION_2;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;KOMMUNIKATION_3;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;KOMPETENZ_1;4;4
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;KOMPETENZ_2;4;4
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;KOOPERATIV;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;LEISTUNG;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;LERNERO.;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;LERNORT_1;3;3
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;LERNORT_2;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;LERNORT_3;4;4
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;LERNZEIT_1;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;LERNZEIT_2;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;METHODEN;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;MOTIVIERUNG;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;PARTIZIPATION;4;3
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;PROZESS;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;SELBSTSTÄNDIGKEIT;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;SELBSTWIRKSAMKEIT;5;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;SICHERUNG;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;STRUKTUR_1;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;STRUKTUR_2;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;VERANSCHAULICHUNG;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;VERBINDEND;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;VORWISSEN;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;WIRKLICHKEIT;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;ZIEL;3;3
20.11.23;Video;Video 4 (5. Klasse) - Rakete;P;V.4.0;5;ÜBEN;1;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;DIFFERENZIERUNG_1;4;4
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;DIFFERENZIERUNG_2;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;DRAUßEN;4;4
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;ERFAHRUNG;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;GANZHEITLICH;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;HANDLUNG;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;KLIMA_1;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;KLIMA_2;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;KLIMA_3;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;KLIMA_4;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;KLIMA_5;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;KOMMUNIKATION_1;2;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;KOMMUNIKATION_2;3;3
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;KOMMUNIKATION_3;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;KOMPETENZ_1;4;4
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;KOMPETENZ_2;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;KOOPERATIV;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;LEISTUNG;2;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;LERNERO.;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;LERNORT_1;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;LERNORT_2;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;LERNORT_3;4;4
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;LERNZEIT_1;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;LERNZEIT_2;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;METHODEN;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;MOTIVIERUNG;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;PARTIZIPATION;3;3
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;PROZESS;1;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;SELBSTSTÄNDIGKEIT;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;SELBSTWIRKSAMKEIT;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;SICHERUNG;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;STRUKTUR_1;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;STRUKTUR_2;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;VERANSCHAULICHUNG;5;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;VERBINDEND;5;5
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;VORWISSEN;1;1
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;WIRKLICHKEIT;2;2
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;ZIEL;4;3
20.11.23;Video;Video 4 (5. Klasse) - Rakete;PA/P;V.4.2;5;ÜBEN;1;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;DIFFERENZIERUNG_1;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;DIFFERENZIERUNG_2;5;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;DRAUßEN;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;ERFAHRUNG;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;GANZHEITLICH;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;HANDLUNG;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;KLIMA_1;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;KLIMA_2;5;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;KLIMA_3;2;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;KLIMA_4;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;KLIMA_5;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;KOMMUNIKATION_1;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;KOMMUNIKATION_2;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;KOMMUNIKATION_3;2;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;KOMPETENZ_1;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;KOMPETENZ_2;2;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;KOOPERATIV;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;LEISTUNG;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;LERNERO.;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;LERNORT_1;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;LERNORT_2;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;LERNORT_3;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;LERNZEIT_1;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;LERNZEIT_2;1;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;METHODEN;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;MOTIVIERUNG;1;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;PARTIZIPATION;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;PROZESS;1;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;SELBSTSTÄNDIGKEIT;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;SELBSTWIRKSAMKEIT;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;SICHERUNG;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;STRUKTUR_1;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;STRUKTUR_2;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;VERANSCHAULICHUNG;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;VERBINDEND;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;VORWISSEN;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;WIRKLICHKEIT;1;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;ZIEL;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P;V.5.2;5;ÜBEN;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;DIFFERENZIERUNG_1;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;DIFFERENZIERUNG_2;3;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;DRAUßEN;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;ERFAHRUNG;3;3
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;GANZHEITLICH;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;HANDLUNG;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;KLIMA_1;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;KLIMA_2;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;KLIMA_3;1;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;KLIMA_4;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;KLIMA_5;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;KOMMUNIKATION_1;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;KOMMUNIKATION_2;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;KOMMUNIKATION_3;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;KOMPETENZ_1;3;3
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;KOMPETENZ_2;2;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;KOOPERATIV;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;LEISTUNG;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;LERNERO.;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;LERNORT_1;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;LERNORT_2;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;LERNORT_3;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;LERNZEIT_1;1;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;LERNZEIT_2;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;METHODEN;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;MOTIVIERUNG;2;3
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;PARTIZIPATION;4;3
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;PROZESS;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;SELBSTSTÄNDIGKEIT;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;SELBSTWIRKSAMKEIT;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;SICHERUNG;2;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;STRUKTUR_1;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;STRUKTUR_2;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;VERANSCHAULICHUNG;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;VERBINDEND;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;VORWISSEN;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;WIRKLICHKEIT;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;ZIEL;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;P/F;V.5.0;5;ÜBEN;1;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;DIFFERENZIERUNG_1;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;DIFFERENZIERUNG_2;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;DRAUßEN;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;ERFAHRUNG;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;GANZHEITLICH;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;HANDLUNG;4;3
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;KLIMA_1;1;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;KLIMA_2;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;KLIMA_3;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;KLIMA_4;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;KLIMA_5;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;KOMMUNIKATION_1;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;KOMMUNIKATION_2;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;KOMMUNIKATION_3;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;KOMPETENZ_1;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;KOMPETENZ_2;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;KOOPERATIV;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;LEISTUNG;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;LERNERO.;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;LERNORT_1;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;LERNORT_2;3;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;LERNORT_3;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;LERNZEIT_1;1;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;LERNZEIT_2;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;METHODEN;1;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;MOTIVIERUNG;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;PARTIZIPATION;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;PROZESS;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;SELBSTSTÄNDIGKEIT;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;SELBSTWIRKSAMKEIT;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;SICHERUNG;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;STRUKTUR_1;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;STRUKTUR_2;1;1
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;VERANSCHAULICHUNG;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;VERBINDEND;5;5
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;VORWISSEN;2;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;WIRKLICHKEIT;4;4
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;ZIEL;4;2
22.11.23;Video;Video 5 (9.Klasse) - Ballade;PA;V.5.1;5;ÜBEN;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;DIFFERENZIERUNG_1;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;DIFFERENZIERUNG_2;2;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;DRAUßEN;4;4
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;ERFAHRUNG;2;2
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;GANZHEITLICH;4;4
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;HANDLUNG;3;3
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;KLIMA_1;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;KLIMA_2;5;5
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;KLIMA_3;2;2
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;KLIMA_4;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;KLIMA_5;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;KOMMUNIKATION_1;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;KOMMUNIKATION_2;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;KOMMUNIKATION_3;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;KOMPETENZ_1;4;4
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;KOMPETENZ_2;5;5
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;KOOPERATIV;4;5
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;LEISTUNG;2;2
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;LERNERO.;5;5
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;LERNORT_1;2;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;LERNORT_2;2;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;LERNORT_3;4;4
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;LERNZEIT_1;5;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;LERNZEIT_2;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;METHODEN;3;3
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;MOTIVIERUNG;2;2
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;PARTIZIPATION;4;4
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;PROZESS;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;SELBSTSTÄNDIGKEIT;3;3
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;SELBSTWIRKSAMKEIT;3;3
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;SICHERUNG;2;2
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;STRUKTUR_1;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;STRUKTUR_2;1;1
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;VERANSCHAULICHUNG;2;2
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;VERBINDEND;4;4
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;VORWISSEN;2;2
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;WIRKLICHKEIT;4;4
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;ZIEL;4;2
27.11.23;Schule;Deutsch;P/EA;S.1.2;5;ÜBEN;1;1
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;DIFFERENZIERUNG_1;4;5
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;DIFFERENZIERUNG_2;2;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;DRAUßEN;4;4
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;ERFAHRUNG;2;3
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;GANZHEITLICH;2;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;HANDLUNG;4;4
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;KLIMA_1;1;1
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;KLIMA_2;2;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;KLIMA_3;2;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;KLIMA_4;1;1
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;KLIMA_5;1;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;KOMMUNIKATION_1;1;1
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;KOMMUNIKATION_2;1;1
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;KOMMUNIKATION_3;1;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;KOMPETENZ_1;4;4
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;KOMPETENZ_2;3;5
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;KOOPERATIV;1;1
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;LEISTUNG;1;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;LERNERO.;5;5
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;LERNORT_1;1;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;LERNORT_2;1;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;LERNORT_3;4;4
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;LERNZEIT_1;1;1
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;LERNZEIT_2;1;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;METHODEN;2;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;MOTIVIERUNG;2;1
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;PARTIZIPATION;4;3
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;PROZESS;2;1
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;SELBSTSTÄNDIGKEIT;2;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;SELBSTWIRKSAMKEIT;3;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;SICHERUNG;5;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;STRUKTUR_1;5;2
27.11.23;Schule;Deutsch;P/PA;S.1.0;5;STRUKTUR_2;1;1
